Table 6,,,,,,,,,,,
Crime in the United States,,,,,,,,,,,
"by Metropolitan Statistical Area, 2017",,,,,,,,,,,
Metropolitan Statistical Area,Counties/principal cities,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft"
,"Includes Bond, Calhoun, Clinton, Jersey, Macoupin, Madison, Monroe, and St. Clair Counties, IL and Franklin, Jefferson, Lincoln, St. Charles, St. Louis, and Warren Counties and St. Louis City, MO",,,,,,,,,,
,"City of St. Louis, MO","310,284"," 6,461 ", 205 , 289 ," 1,944 "," 4,023 "," 18,745 "," 3,138 "," 12,894 "," 2,713 "
,"City of St. Charles, MO","69,804", 158 , 2 , 23 , 35 , 98 ," 1,765 ", 181 ," 1,450 ", 134 
,Total area actually reporting,97.9%,, 352 ," 1,069 "," 3,395 ",," 67,670 "," 11,354 "," 49,545 "," 6,771 "
,Estimated total,100.0%,, 354 ," 1,088 "," 3,428 ",," 68,598 "," 11,496 "," 50,276 "," 6,826 "
,"Rate per 100,000 inhabitants",,,12.6,38.7,121.9,,"2,438.5",408.6,"1,787.2",242.6
"Stockton-Lodi, CA M.S.A.2",,"740,904", ,,,,, ,,,
,Includes San Joaquin County,,,,,,,,,,
,City of Stockton2,"309,566"," 4,379 ", 55 , 154 ," 1,208 "," 2,962 "," 11,229 "," 2,140 "," 7,040 "," 2,049 "
,City of Lodi,"65,042", 323 , 1 , 13 , 127 , 182 ," 1,681 ", 347 , 985 , 349 
,Total area actually reporting,100.0%," 5,991 ", 68 , 247 ," 1,671 "," 4,005 "," 21,751 "," 3,925 "," 13,965 "," 3,861 "
,"Rate per 100,000 inhabitants",,808.6,9.2,33.3,225.5,540.6,"2,935.7",529.8,"1,884.9",521.1
"Sumter, SC M.S.A.",,"107,470", ,,,,, ,,,
,Includes Sumter County,,,,,,,,,,
,City of Sumter,"40,747", 333 , 5 , 13 , 63 , 252 ," 1,839 ", 354 ," 1,411 ", 74 
,Total area actually reporting,100.0%, 736 , 8 , 36 , 99 , 593 ," 3,812 ", 990 ," 2,575 ", 247 
,"Rate per 100,000 inhabitants",,684.8,7.4,33.5,92.1,551.8,"3,547.0",921.2,"2,396.0",229.8
"Syracuse, NY M.S.A.",,"656,920", ,,,,, ,,,
,"Includes Madison, Onondaga, and Oswego Counties",,,,,,,,,,
,City of Syracuse,"143,069"," 1,009 ", 20 , 98 , 284 , 607 ," 4,817 "," 1,145 "," 3,301 ", 371 
,Total area actually reporting,100.0%," 1,759 ", 26 , 353 , 386 , 994 ," 13,478 "," 2,300 "," 10,506 ", 672 
,"Rate per 100,000 inhabitants",,267.8,4.0,53.7,58.8,151.3,"2,051.7",350.1,"1,599.3",102.3
"Tallahassee, FL M.S.A.",,"382,480", ,,,,, ,,,
,"Includes Gadsden, Jefferson, Leon, and Wakulla Counties",,,,,,,,,,
,City of Tallahassee,"192,455"," 1,503 ", 17 , 190 , 348 , 948 ," 9,428 "," 1,519 "," 7,165 ", 744 
,Total area actually reporting,99.2%," 2,316 ", 25 , 286 , 409 ," 1,596 "," 13,446 "," 2,521 "," 9,957 ", 968 
,Estimated total,100.0%," 2,327 ", 25 , 287 , 412 ," 1,603 "," 13,532 "," 2,533 "," 10,024 ", 975 
,"Rate per 100,000 inhabitants",,608.4,6.5,75.0,107.7,419.1,"3,538.0",662.3,"2,620.8",254.9
"Tampa-St. Petersburg-Clearwater, FL M.S.A.",,"3,083,660",,,,,,,,,
,"Includes Hernando, Hillsborough, Pasco, and Pinellas Counties",,,,,,,,,,
,City of Tampa ,"384,360"," 1,785 ", 39 , 121 , 406 ," 1,219 "," 6,702 "," 1,235 "," 4,900 ", 567 
,City of St. Petersburg,"263,712"," 1,842 ", 20 , 136 , 499 ," 1,187 "," 11,373 "," 1,772 "," 8,623 ", 978 
,City of Clearwater,"115,295", 578 , 3 , 85 , 141 , 349 ," 3,652 ", 494 ," 2,909 ", 249 
,City of Largo,"83,728", 365 , 1 , 71 , 97 , 196 ," 2,856 ", 310 ," 2,315 ", 231 
,Total area actually reporting,100.0%," 10,273 ", 111 ," 1,137 "," 2,104 "," 6,921 "," 64,807 "," 10,650 "," 49,151 "," 5,006 "
,"Rate per 100,000 inhabitants",,333.1,3.6,36.9,68.2,224.4,"2,101.6",345.4,"1,593.9",162.3
"Texarkana, TX-AR M.S.A.",,"150,196",,,,,,,,,
,"Includes Little River and Miller Counties, AR and Bowie County, TX",, ,,,,,,,,
,"City of Texarkana, TX ","37,882", 478 , 3 , 31 , 86 , 358 ," 1,889 ", 311 ," 1,457 ", 121 
,Total area actually reporting,100.0%, 939 , 11 , 86 , 150 , 692 ," 4,748 "," 1,032 "," 3,391 ", 325 
,"Rate per 100,000 inhabitants",,625.2,7.3,57.3,99.9,460.7,"3,161.2",687.1,"2,257.7",216.4
"The Villages, FL M.S.A.",,"130,154", ,,,,, ,,,
,Includes Sumter County,,,,,,,,,,
,Total area actually reporting,100.0%, 305 , 6 , 24 , 24 , 251 ," 1,158 ", 310 , 782 , 66 
,"Rate per 100,000 inhabitants",,234.3,4.6,18.4,18.4,192.8,889.7,238.2,600.8,50.7
"Toledo, OH M.S.A.2, 5",,"606,018", ,,,,, ,,,
,"Includes Fulton, Lucas, and Wood Counties",,,,,,,,,,
,"City of Toledo2, 5","277,116",, 35 ,, 780 ," 1,834 "," 11,095 "," 3,103 "," 7,247 ", 745 
,Total area actually reporting,94.9%,, 38 ,, 856 ," 2,016 "," 16,670 "," 3,890 "," 11,830 ", 950 
,Estimated total,100.0%,, 39 ,, 870 ," 2,038 "," 17,309 "," 3,987 "," 12,342 ", 980 
,"Rate per 100,000 inhabitants",,,6.4,,143.6,336.3,"2,856.2",657.9,"2,036.6",161.7
"Topeka, KS M.S.A.",,"232,643", ,,,,, ,,,
,"Includes Jackson, Jefferson, Osage, Shawnee, and Wabaunsee Counties",,,,,,,,,,
,City of Topeka,"126,624", 777 , 27 , 56 , 269 , 425 ," 6,494 "," 1,001 "," 4,725 ", 768 
,Total area actually reporting,98.0%, 952 , 32 , 83 , 283 , 554 ," 8,126 "," 1,340 "," 5,862 ", 924 
,Estimated total,100.0%, 962 , 32 , 85 , 284 , 561 ," 8,223 "," 1,352 "," 5,938 ", 933 
,"Rate per 100,000 inhabitants",,413.5,13.8,36.5,122.1,241.1,"3,534.6",581.1,"2,552.4",401.0
"Trenton, NJ M.S.A.",,"373,064",,,,,,,,,
,Includes Mercer County,, ,,,,,,,,
,City of Trenton,"84,231"," 1,083 ", 23 , 63 , 343 , 654 ," 2,193 ", 792 ," 1,035 ", 366 
,Total area actually reporting,100.0%," 1,387 ", 27 , 96 , 451 , 813 ," 6,996 "," 1,543 "," 4,822 ", 631 
,"Rate per 100,000 inhabitants",,371.8,7.2,25.7,120.9,217.9,"1,875.3",413.6,"1,292.5",169.1
"Tucson, AZ M.S.A.",,"1,021,012",,,,,,,,,
,Includes Pima County,, ,,,,,,,,
,City of Tucson,"532,323"," 4,268 ", 46 , 498 ," 1,431 "," 2,293 "," 27,956 "," 4,424 "," 21,125 "," 2,407 "
,Total area actually reporting,99.4%," 5,078 ", 64 , 612 ," 1,657 "," 2,745 "," 39,956 "," 6,517 "," 30,246 "," 3,193 "
,Estimated total,100.0%," 5,095 ", 64 , 614 ," 1,661 "," 2,756 "," 40,107 "," 6,540 "," 30,363 "," 3,204 "
,"Rate per 100,000 inhabitants",,499.0,6.3,60.1,162.7,269.9,"3,928.2",640.5,"2,973.8",313.8
"Tulsa, OK M.S.A.",,"989,910", ,,,,, ,,,
,"Includes Creek, Okmulgee, Osage, Pawnee, Rogers, Tulsa, and Wagoner Counties",,,,,,,,,,
,City of Tulsa,"404,868"," 4,214 ", 70 , 423 , 964 ," 2,757 "," 22,088 "," 5,574 "," 13,054 "," 3,460 "
,Total area actually reporting,100.0%," 5,600 ", 90 , 655 ," 1,098 "," 3,757 "," 33,968 "," 8,320 "," 20,791 "," 4,857 "
,"Rate per 100,000 inhabitants",,565.7,9.1,66.2,110.9,379.5,"3,431.4",840.5,"2,100.3",490.7
"Tuscaloosa, AL M.S.A.",,"243,131", ,,,,, ,,,
,"Includes Hale, Pickens, and Tuscaloosa Counties",,,,,,,,,,
,City of Tuscaloosa,"101,124", 474 , 9 , 54 , 168 , 243 ," 4,174 ", 814 ," 3,161 ", 199 
,Total area actually reporting,99.0%, 853 , 16 , 87 , 211 , 539 ," 6,863 "," 1,460 "," 4,983 ", 420 
,Estimated total,100.0%, 865 , 16 , 88 , 213 , 548 ," 6,940 "," 1,473 "," 5,041 ", 426 
,"Rate per 100,000 inhabitants",,355.8,6.6,36.2,87.6,225.4,"2,854.4",605.8,"2,073.4",175.2
"Twin Falls, ID M.S.A.",,"108,516",,,,,,,,,
,Includes Jerome and Twin Falls Counties,,,,,,,,,,
,City of Twin Falls,"48,912", 210 , 0 , 44 , 9 , 157 ," 1,287 ", 196 ," 1,006 ", 85 
,Total area actually reporting,100.0%, 344 , 0 , 65 , 17 , 262 ," 1,976 ", 435 ," 1,375 ", 166 
,"Rate per 100,000 inhabitants",,317.0,0.0,59.9,15.7,241.4,"1,820.9",400.9,"1,267.1",153.0
"Tyler, TX M.S.A.",,"227,621", ,,,,, ,,,
,Includes Smith County,,,,,,,,,,
,City of Tyler,"106,115", 464 , 6 , 65 , 60 , 333 ," 3,337 ", 446 ," 2,745 ", 146 
,Total area actually reporting,99.9%, 802 , 9 , 116 , 85 , 592 ," 5,618 "," 1,152 "," 4,076 ", 390 
,Estimated total,100.0%, 802 , 9 , 116 , 85 , 592 ," 5,622 "," 1,153 "," 4,079 ", 390 
,"Rate per 100,000 inhabitants",,352.3,4.0,51.0,37.3,260.1,"2,469.9",506.5,"1,792.0",171.3
"Urban Honolulu, HI M.S.A.",,"990,384", ,,,,, ,,,
,Includes Honolulu County,,,,,,,,,,
,Total area actually reporting,100.0%," 2,440 ", 32 , 285 , 908 ," 1,215 "," 27,477 "," 3,331 "," 20,540 "," 3,606 "
,"Rate per 100,000 inhabitants",,246.4,3.2,28.8,91.7,122.7,"2,774.4",336.3,"2,073.9",364.1
"Utica-Rome, NY M.S.A.",,"293,570",,,,,,,,,
,Includes Herkimer and Oneida Counties,, ,,,,,,,,
,City of Utica,"60,395", 337 , 3 , 42 , 78 , 214 ," 1,986 ", 376 ," 1,543 ", 67 
,City of Rome,"32,200", 71 , 1 , 10 , 13 , 47 , 563 , 109 , 440 , 14 
,Total area actually reporting,99.1%, 839 , 5 , 237 , 114 , 483 ," 5,047 ", 816 ," 4,076 ", 155 
,Estimated total,100.0%, 843 , 5 , 237 , 115 , 486 ," 5,084 ", 820 ," 4,108 ", 156 
,"Rate per 100,000 inhabitants",,287.2,1.7,80.7,39.2,165.5,"1,731.8",279.3,"1,399.3",53.1
"Valdosta, GA M.S.A.",,"145,652",,,,,,,,,
,"Includes Brooks, Echols, Lanier, and Lowndes Counties",, ,,,,,,,,
,City of Valdosta,"56,729", 215 , 10 , 17 , 47 , 141 ," 3,485 ", 554 ," 2,699 ", 232 
,Total area actually reporting,99.4%, 439 , 11 , 39 , 69 , 320 ," 5,259 "," 1,023 "," 3,859 ", 377 
,Estimated total,100.0%, 442 , 11 , 39 , 70 , 322 ," 5,294 "," 1,028 "," 3,886 ", 380 
,"Rate per 100,000 inhabitants",,303.5,7.6,26.8,48.1,221.1,"3,634.7",705.8,"2,668.0",260.9
"Vallejo-Fairfield, CA M.S.A.",,"444,232",,,,,,,,,
,Includes Solano County,, ,,,,,,,,
,City of Vallejo ,"122,174"," 1,048 ", 15 , 93 , 390 , 550 ," 4,597 "," 2,445 "," 1,181 ", 971 
,City of Fairfield ,"116,372", 546 , 10 , 40 , 181 , 315 ," 3,252 ", 545 ," 2,174 ", 533 
,Total area actually reporting,100.0%," 2,112 ", 30 , 179 , 701 ," 1,202 "," 12,004 "," 3,660 "," 6,337 "," 2,007 "
,"Rate per 100,000 inhabitants",,475.4,6.8,40.3,157.8,270.6,"2,702.2",823.9,"1,426.5",451.8
"Victoria, TX M.S.A.",,"100,898", ,,,,, ,,,
,Includes Goliad and Victoria Counties,,,,,,,,,,
,City of Victoria,"68,544", 217 , 4 , 48 , 49 , 116 ," 2,436 ", 646 ," 1,680 ", 110 
,Total area actually reporting,100.0%, 339 , 6 , 85 , 57 , 191 ," 3,126 ", 941 ," 2,026 ", 159 
,"Rate per 100,000 inhabitants",,336.0,5.9,84.2,56.5,189.3,"3,098.2",932.6,"2,008.0",157.6
"Vineland-Bridgeton, NJ M.S.A.",,"153,970", ,,,,, ,,,
,Includes Cumberland County,,,,,,,,,,
,City of Vineland,"60,477", 298 , 2 , 24 , 93 , 179 ," 2,414 ", 472 ," 1,883 ", 59 
,City of Bridgeton,"24,937", 272 , 5 , 22 , 147 , 98 , 994 , 245 , 710 , 39 
,Total area actually reporting,100.0%, 802 , 11 , 70 , 300 , 421 ," 5,472 "," 1,109 "," 4,213 ", 150 
,"Rate per 100,000 inhabitants",,520.9,7.1,45.5,194.8,273.4,"3,553.9",720.3,"2,736.2",97.4
"Virginia Beach-Norfolk-Newport News, VA-NC M.S.A.4",,"1,733,006",,,,,,,,,
,"Includes Currituck and Gates Counties, NC4 and Gloucester, Isle of Wight, James City, Mathews, and York Counties and Chesapeake, Hampton, Newport News, Norfolk, Poquoson, Portsmouth, Suffolk, Virginia Beach, and Williamsburg Cities, VA                       ",,,,,,,,,,
,"City of Virginia Beach, VA","454,353", 625 , 14 , 102 , 272 , 237 ," 8,790 ", 754 ," 7,577 ", 459 
,"City of Norfolk, VA","245,190"," 1,363 ", 36 , 135 , 371 , 821 ," 9,192 "," 1,156 "," 7,318 ", 718 
,"City of Newport News, VA","181,738", 907 , 24 , 93 , 239 , 551 ," 5,528 ", 829 ," 4,211 ", 488 
,"City of Hampton, VA","134,929", 407 , 17 , 26 , 185 , 179 ," 4,364 ", 551 ," 3,481 ", 332 
,"City of Portsmouth, VA","95,100", 677 , 17 , 36 , 224 , 400 ," 5,447 "," 1,160 "," 3,903 ", 384 
,Total area actually reporting,99.3%," 5,717 ", 137 , 597 ," 1,633 "," 3,350 "," 45,489 "," 5,952 "," 36,587 "," 2,950 "
,Estimated total,100.0%," 5,732 ", 137 , 598 ," 1,635 "," 3,362 "," 45,642 "," 6,007 "," 36,675 "," 2,960 "
,"Rate per 100,000 inhabitants",,330.8,7.9,34.5,94.3,194.0,"2,633.7",346.6,"2,116.3",170.8
"Visalia-Porterville, CA M.S.A.",,"462,877",,,,,,,,,
,Includes Tulare County,, ,,,,,,,,
,City of Visalia ,"132,143", 457 , 9 , 81 , 144 , 223 ," 4,396 ", 839 ," 2,953 ", 604 
,City of Porterville,"59,245", 247 , 4 , 10 , 58 , 175 ," 1,535 ", 338 , 925 , 272 
,Total area actually reporting,100.0%," 1,665 ", 33 , 162 , 386 ," 1,084 "," 11,770 "," 2,367 "," 7,184 "," 2,219 "
,"Rate per 100,000 inhabitants",,359.7,7.1,35.0,83.4,234.2,"2,542.8",511.4,"1,552.0",479.4
"Waco, TX M.S.A.2",,"266,886", ,,,,, ,,,
,Includes Falls and McLennan Counties,,,,,,,,,,
,City of Waco,"135,997", 690 , 5 , 117 , 108 , 460 ," 4,889 ", 957 ," 3,741 ", 191 
,Total area actually reporting,92.3%," 1,169 ", 5 , 210 , 143 , 811 ," 7,037 "," 1,345 "," 5,383 ", 309 
,Estimated total,100.0%," 1,225 ", 5 , 218 , 156 , 846 ," 7,435 "," 1,417 "," 5,674 ", 344 
,"Rate per 100,000 inhabitants",,459.0,1.9,81.7,58.5,317.0,"2,785.8",530.9,"2,126.0",128.9
"Walla Walla, WA M.S.A.",,"64,684",,,,,,,,,
,Includes Columbia and Walla Walla Counties,,,,,,,,,,
,City of Walla Walla,"32,189", 140 , 1 , 31 , 24 , 84 ," 1,131 ", 148 , 917 , 66 
,Total area actually reporting,100.0%, 217 , 1 , 48 , 26 , 142 ," 1,707 ", 259 ," 1,323 ", 125 
,"Rate per 100,000 inhabitants",,335.5,1.5,74.2,40.2,219.5,"2,639.0",400.4,"2,045.3",193.2
"Warner Robins, GA M.S.A.",,"191,962",,,,,,,,,
,"Includes Houston, Peach, and Pulaski Counties",,,,,,,,,,
,City of Warner Robins,"75,323", 385 , 5 , 34 , 132 , 214 ," 4,107 ", 805 ," 3,072 ", 230 
,Total area actually reporting,100.0%, 722 , 12 , 46 , 187 , 477 ," 7,153 "," 1,313 "," 5,434 ", 406 
,"Rate per 100,000 inhabitants",,376.1,6.3,24.0,97.4,248.5,"3,726.3",684.0,"2,830.8",211.5
"Washington-Arlington-Alexandria, DC-VA-MD-WV M.S.A.2",,"6,207,972",,,,,,,,,
,"Includes the Metropolitan Divisions of Silver Spring-Frederick-Rockville, MD and Washington-Arlington-Alexandria, DC-VA-MD-WV",,,,,,,,,,
,"City of Washington, D.C. ","693,972"," 6,584 ", 116 , 443 ," 2,351 "," 3,674 "," 28,843 "," 1,808 "," 24,490 "," 2,545 "
,"City of Alexandria, VA","158,256", 262 , 6 , 16 , 102 , 138 ," 2,482 ", 163 ," 2,046 ", 273 
,"City of Frederick, MD","70,860", 468 , 1 , 28 , 87 , 352 ," 1,298 ", 148 ," 1,107 ", 43 
,Total area actually reporting,99.9%," 16,953 ", 280 ," 1,782 "," 5,895 "," 8,996 "," 108,091 "," 9,688 "," 89,168 "," 9,235 "
,Estimated total,100.0%," 16,973 ", 280 ," 1,785 "," 5,897 "," 9,011 "," 108,355 "," 9,726 "," 89,378 "," 9,251 "
,"Rate per 100,000 inhabitants",,273.4,4.5,28.8,95.0,145.2,"1,745.4",156.7,"1,439.7",149.0
"Silver Spring-Frederick-Rockville, MD M.D.2",,"1,304,678",,,,,,,,,
,Includes Frederick and Montgomery2 Counties,,,,,,,,,,
,Total area actually reporting,100.0%," 2,166 ", 17 , 283 , 777 ," 1,089 "," 17,090 "," 1,874 "," 14,288 ", 928 
,"Rate per 100,000 inhabitants",,166.0,1.3,21.7,59.6,83.5,"1,309.9",143.6,"1,095.1",71.1
"Washington-Arlington-Alexandria, DC-VA-MD-WV M.D.",,"4,903,294",,,,, ,,,,
,"Includes District of Columbia; Calvert, Charles, and Prince George's Counties, MD; Arlington, Clarke, Culpeper, Fairfax, Fauquier, Loudoun, Prince William, Rappahannock, Spotsylvania, Stafford, and Warren Counties and Alexandria, Fairfax, Falls Church, Fredericksburg, Manassas, and Manassas Park Cities, VA; and Jefferson County, WV",,,,,,,,,,
,Total area actually reporting,99.8%," 14,787 ", 263 ," 1,499 "," 5,118 "," 7,907 "," 91,001 "," 7,814 "," 74,880 "," 8,307 "
,Estimated total,100.0%," 14,807 ", 263 ," 1,502 "," 5,120 "," 7,922 "," 91,265 "," 7,852 "," 75,090 "," 8,323 "
,"Rate per 100,000 inhabitants",,302.0,5.4,30.6,104.4,161.6,"1,861.3",160.1,"1,531.4",169.7
"Waterloo-Cedar Falls, IA M.S.A.",,"170,137",,,,,,,,,
,"Includes Black Hawk, Bremer, and Grundy Counties",, ,,,,,,,,
,City of Waterloo,"67,855", 341 , 5 , 34 , 53 , 249 ," 1,927 ", 532 ," 1,253 ", 142 
,City of Cedar Falls,"41,744", 86 , 1 , 27 , 6 , 52 , 822 , 128 , 666 , 28 
,Total area actually reporting,94.0%, 517 , 6 , 77 , 62 , 372 ," 3,226 ", 833 ," 2,184 ", 209 
,Estimated total,100.0%, 541 , 6 , 81 , 64 , 390 ," 3,412 ", 871 ," 2,321 ", 220 
,"Rate per 100,000 inhabitants",,318.0,3.5,47.6,37.6,229.2,"2,005.4",511.9,"1,364.2",129.3
"Watertown-Fort Drum, NY M.S.A.",,"113,858",,,,,,,,,
,Includes Jefferson County,, ,,,,,,,,
,City of Watertown,"25,746", 139 , 1 , 39 , 16 , 83 ," 1,054 ", 153 , 880 , 21 
,Total area actually reporting,99.1%, 234 , 4 , 84 , 23 , 123 ," 2,003 ", 291 ," 1,665 ", 47 
,Estimated total,100.0%, 235 , 4 , 84 , 23 , 124 ," 2,019 ", 293 ," 1,678 ", 48 
,"Rate per 100,000 inhabitants",,206.4,3.5,73.8,20.2,108.9,"1,773.3",257.3,"1,473.8",42.2
"Wausau, WI M.S.A.",,"135,895",,,,,,,,,
,Includes Marathon County,, ,,,,,,,,
,City of Wausau,"38,832", 123 , 0 , 32 , 14 , 77 , 736 , 90 , 620 , 26 
,Total area actually reporting,100.0%, 217 , 4 , 58 , 18 , 137 ," 1,442 ", 195 ," 1,206 ", 41 
,"Rate per 100,000 inhabitants",,159.7,2.9,42.7,13.2,100.8,"1,061.1",143.5,887.4,30.2
"Weirton-Steubenville, WV-OH M.S.A.",,"118,293", ,,,,, ,,,
,"Includes Jefferson County, OH and Brooke and Hancock Counties, WV",,,,,,,,,,
,"City of Weirton, WV","18,870", 21 , 0 , 3 , 5 , 13 , 188 , 39 , 134 , 15 
,"City of Steubenville, OH","17,979", 49 , 3 , 4 , 11 , 31 ," 1,132 ", 89 ," 1,021 ", 22 
,Total area actually reporting,84.8%, 133 , 4 , 21 , 21 , 87 ," 1,681 ", 228 ," 1,385 ", 68 
,Estimated total,100.0%, 167 , 4 , 27 , 28 , 108 ," 2,131 ", 294 ," 1,744 ", 93 
,"Rate per 100,000 inhabitants",,141.2,3.4,22.8,23.7,91.3,"1,801.5",248.5,"1,474.3",78.6
"Wenatchee, WA M.S.A.",,"119,117", ,,,,, ,,,
,Includes Chelan and Douglas Counties,,,,,,,,,,
,City of Wenatchee,"34,191", 73 , 1 , 18 , 16 , 38 , 818 , 123 , 647 , 48 
,Total area actually reporting,100.0%, 140 , 2 , 35 , 25 , 78 ," 2,068 ", 417 ," 1,513 ", 138 
,"Rate per 100,000 inhabitants",,117.5,1.7,29.4,21.0,65.5,"1,736.1",350.1,"1,270.2",115.9
"Wheeling, WV-OH M.S.A.",,"141,891", ,,,,, ,,,
,"Includes Belmont County, OH and Marshall and Ohio Counties, WV",,,,,,,,,,
,"City of Wheeling, WV","27,196", 332 , 2 , 15 , 31 , 284 , 584 , 153 , 407 , 24 
,Total area actually reporting,83.7%, 465 , 5 , 42 , 38 , 380 ," 1,467 ", 314 ," 1,063 ", 90 
,Estimated total,100.0%, 515 , 5 , 51 , 45 , 414 ," 1,904 ", 396 ," 1,386 ", 122 
,"Rate per 100,000 inhabitants",,363.0,3.5,35.9,31.7,291.8,"1,341.9",279.1,976.8,86.0
"Wichita, KS M.S.A.3",,"646,209", ,,,,, ,,,
,"Includes Butler, Harvey, Kingman, Sedgwick,3 and Sumner Counties",,,,,,,,,,
,City of Wichita,"391,084"," 3,998 ", 35 , 382 , 599 ," 2,982 "," 21,649 "," 3,281 "," 15,890 "," 2,478 "
,Total area actually reporting,99.4%," 4,671 ", 44 , 486 , 645 ," 3,496 ",,," 19,971 "," 2,896 "
,Estimated total,100.0%," 4,680 ", 44 , 488 , 646 ," 3,502 ",,," 20,036 "," 2,903 "
,"Rate per 100,000 inhabitants",,724.2,6.8,75.5,100.0,541.9,,,"3,100.5",449.2
"Wichita Falls, TX M.S.A.2",,"150,431", ,,,,, ,,,
,"Includes Archer, Clay, and Wichita Counties",,,,,,,,,,
,City of Wichita Falls,"104,706", 374 , 4 , 78 , 127 , 165 ," 3,257 ", 725 ," 2,294 ", 238 
,Total area actually reporting,97.7%, 491 , 6 , 103 , 132 , 250 ," 4,020 ", 926 ," 2,784 ", 310 
,Estimated total,100.0%, 501 , 6 , 105 , 134 , 256 ," 4,098 ", 938 ," 2,844 ", 316 
,"Rate per 100,000 inhabitants",,333.0,4.0,69.8,89.1,170.2,"2,724.2",623.5,"1,890.6",210.1
"Williamsport, PA M.S.A.",,"115,169", ,,,,, ,,,
,Includes Lycoming County,,,,,,,,,,
,City of Williamsport,"28,743", 107 , 2 , 12 , 27 , 66 , 880 , 119 , 741 , 20 
,Total area actually reporting,100.0%, 211 , 2 , 29 , 35 , 145 ," 1,887 ", 292 ," 1,557 ", 38 
,"Rate per 100,000 inhabitants",,183.2,1.7,25.2,30.4,125.9,"1,638.5",253.5,"1,351.9",33.0
"Wilmington, NC M.S.A.4",,"287,932", ,,,,, ,,,
,Includes New Hanover and Pender Counties4,,,,,,,,,,
,City of Wilmington4,"119,422",, 18 ,, 195 , 535 ," 4,318 ", 998 ," 3,039 ", 281 
,Total area actually reporting,99.1%,, 25 ,, 257 , 706 ," 7,883 "," 1,793 "," 5,700 ", 390 
,Estimated total,100.0%,, 25 ,, 259 , 710 ," 7,955 "," 1,806 "," 5,756 ", 393 
,"Rate per 100,000 inhabitants",,,8.7,,90.0,246.6,"2,762.8",627.2,"1,999.1",136.5
"Winchester, VA-WV M.S.A.",,"136,089",,,,,, ,,,
,"Includes Frederick County and Winchester City, VA and Hampshire County, WV",,,,,,,,,,
,"City of Winchester, VA","27,715", 115 , 0 , 36 , 25 , 54 , 688 , 81 , 584 , 23 
,Total area actually reporting,84.3%, 217 , 0 , 77 , 43 , 97 ," 1,907 ", 239 ," 1,578 ", 90 
,Estimated total,100.0%, 277 , 1 , 86 , 46 , 144 ," 2,214 ", 319 ," 1,769 ", 126 
,"Rate per 100,000 inhabitants",,203.5,0.7,63.2,33.8,105.8,"1,626.9",234.4,"1,299.9",92.6
"Worcester, MA-CT M.S.A.",,"865,611", ,,,,, ,,,
,"Includes Windham County, CT and Worcester County, MA",,,,,,,,,,
,"City of Worcester, MA","185,107"," 1,345 ", 5 , 42 , 324 , 974 ," 4,047 ", 866 ," 2,784 ", 397 
,Total area actually reporting,94.7%," 2,986 ", 10 , 279 , 475 ," 2,222 "," 11,051 "," 2,055 "," 8,198 ", 798 
,Estimated total,100.0%," 3,118 ", 11 , 293 , 496 ," 2,318 "," 11,636 "," 2,154 "," 8,641 ", 841 
,"Rate per 100,000 inhabitants",,360.2,1.3,33.8,57.3,267.8,"1,344.3",248.8,998.3,97.2
"Yakima, WA M.S.A.",,"251,281", ,,,,, ,,,
,Includes Yakima County,,,,,,,,,,
,City of Yakima,"94,375", 593 , 13 , 70 , 150 , 360 ," 4,306 ", 901 ," 2,841 ", 564 
,Total area actually reporting,100.0%, 893 , 22 , 105 , 211 , 555 ," 8,128 "," 1,760 "," 5,230 "," 1,138 "
,"Rate per 100,000 inhabitants",,355.4,8.8,41.8,84.0,220.9,"3,234.6",700.4,"2,081.3",452.9
"York-Hanover, PA M.S.A.",,"445,423",,,,,,,,,
,Includes York County,,,,,,,,,,
,City of York,"43,857", 472 , 14 , 10 , 191 , 257 ," 1,288 ", 251 , 885 , 152 
,City of Hanover,"15,606", 36 , 0 , 2 , 10 , 24 , 378 , 32 , 340 , 6 
,Total area actually reporting,100.0%," 1,098 ", 23 , 108 , 301 , 666 ," 6,492 ", 860 ," 5,294 ", 338 
,"Rate per 100,000 inhabitants",,246.5,5.2,24.2,67.6,149.5,"1,457.5",193.1,"1,188.5",75.9
"Yuba City, CA M.S.A.",,"172,545",,,,,,,,,
,Includes Sutter and Yuba Counties,,,,,,,,,,
,City of Yuba City,"67,042", 255 , 0 , 23 , 82 , 150 ," 2,207 ", 380 ," 1,448 ", 379 
,Total area actually reporting,100.0%, 667 , 4 , 55 , 146 , 462 ," 4,919 "," 1,160 "," 2,785 ", 974 
,"Rate per 100,000 inhabitants",,386.6,2.3,31.9,84.6,267.8,"2,850.9",672.3,"1,614.1",564.5
"Yuma, AZ M.S.A.",,"206,897",,,,,,,,,
,Includes Yuma County,, ,,,,, ,,,
,City of Yuma,"95,522", 491 , 5 , 49 , 90 , 347 ," 2,595 ", 502 ," 1,874 ", 219 
,Total area actually reporting,100.0%, 725 , 17 , 74 , 106 , 528 ," 4,307 "," 1,046 "," 2,837 ", 424 
