Table 4,,,,,,,,,,,
Crime in the United States,,,,,,,,,,,
"by Metropolitan Statistical Area, 2016",,,,,,,,,,,
Metropolitan Statistical Area,Counties/principal cities,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft"
,"City of St. Charles, MO","69,364", 138 , 0 , 22 , 35 , 81 ," 1,756 ", 155 ," 1,472 ", 129 
,Total area actually reporting,98.5%,, 312 ," 1,058 "," 3,419 ",," 69,303 "," 12,322 "," 50,093 "," 6,888 "
,Estimated total,100.0%,, 313 ," 1,070 "," 3,443 ",," 70,004 "," 12,438 "," 50,642 "," 6,924 "
,"Rate per 100,000 inhabitants",,,11.1,38.1,122.5,,"2,490.2",442.5,"1,801.5",246.3
"Stockton-Lodi, CA M.S.A.",,"729,104", ,,,,, ,,,
,Includes San Joaquin County,,,,,,,,,,
,City of Stockton,"308,348"," 4,381 ", 49 , 128 ," 1,185 "," 3,019 "," 11,634 "," 2,251 "," 7,550 "," 1,833 "
,City of Lodi,"65,067", 351 , 5 , 9 , 84 , 253 ," 1,935 ", 438 ," 1,189 ", 308 
,Total area actually reporting,100.0%," 6,005 ", 62 , 220 ," 1,624 "," 4,099 "," 22,629 "," 4,239 "," 14,848 "," 3,542 "
,"Rate per 100,000 inhabitants",,823.6,8.5,30.2,222.7,562.2,"3,103.7",581.4,"2,036.5",485.8
"Sumter, SC M.S.A.",,"107,671", ,,,,, ,,,
,Includes Sumter County,,,,,,,,,,
,City of Sumter,"40,864", 282 , 3 , 9 , 50 , 220 ," 1,666 ", 390 ," 1,216 ", 60 
,Total area actually reporting,100.0%, 636 , 4 , 31 , 72 , 529 ," 3,539 "," 1,014 "," 2,309 ", 216 
,"Rate per 100,000 inhabitants",,590.7,3.7,28.8,66.9,491.3,"3,286.9",941.8,"2,144.5",200.6
"Syracuse, NY M.S.A.",,"655,589", ,,,,, ,,,
,"Includes Madison, Onondaga, and Oswego Counties",,,,,,,,,,
,City of Syracuse,"143,925"," 1,063 ", 30 , 68 , 329 , 636 ," 4,651 "," 1,021 "," 3,290 ", 340 
,Total area actually reporting,100.0%," 1,812 ", 35 , 336 , 430 ," 1,011 "," 12,838 "," 2,281 "," 9,941 ", 616 
,"Rate per 100,000 inhabitants",,276.4,5.3,51.3,65.6,154.2,"1,958.2",347.9,"1,516.3",94.0
"Tallahassee, FL M.S.A.",,"380,448", ,,,,, ,,,
,"Includes Gadsden, Jefferson, Leon, and Wakulla Counties",,,,,,,,,,
,City of Tallahassee,"191,564"," 1,686 ", 11 , 207 , 405 ," 1,063 "," 11,073 "," 2,120 "," 7,854 "," 1,099 "
,Total area actually reporting,98.0%," 2,373 ", 17 , 282 , 476 ," 1,598 "," 15,347 "," 3,279 "," 10,734 "," 1,334 "
,Estimated total,100.0%," 2,403 ", 17 , 284 , 485 ," 1,617 "," 15,581 "," 3,314 "," 10,915 "," 1,352 "
,"Rate per 100,000 inhabitants",,631.6,4.5,74.6,127.5,425.0,"4,095.4",871.1,"2,869.0",355.4
"Tampa-St. Petersburg-Clearwater, FL M.S.A.",,"3,020,266",,,,,,,,,
,"Includes Hernando, Hillsborough, Pasco, and Pinellas Counties",,,,,,,,,,
,City of Tampa ,"375,904"," 1,906 ", 29 , 80 , 488 ," 1,309 "," 7,800 "," 1,477 "," 5,695 ", 628 
,City of St. Petersburg,"259,510"," 1,727 ", 20 , 122 , 556 ," 1,029 "," 12,804 "," 1,938 "," 9,771 "," 1,095 "
,City of Clearwater,"113,904", 636 , 5 , 89 , 145 , 397 ," 3,755 ", 555 ," 2,968 ", 232 
,City of Largo,"81,402", 390 , 3 , 60 , 116 , 211 ," 2,989 ", 458 ," 2,289 ", 242 
,Total area actually reporting,100.0%," 10,294 ", 118 , 987 ," 2,283 "," 6,906 "," 70,491 "," 11,898 "," 53,215 "," 5,378 "
,"Rate per 100,000 inhabitants",,340.8,3.9,32.7,75.6,228.7,"2,333.9",393.9,"1,761.9",178.1
"Texarkana, TX-AR M.S.A.",,"149,537",,,,,,,,,
,"Includes Little River and Miller Counties, AR and Bowie County, TX",, ,,,,,,,,
,"City of Texarkana, TX ","37,442", 314 , 4 , 23 , 44 , 243 ," 1,875 ", 338 ," 1,405 ", 132 
,Total area actually reporting,100.0%, 669 , 11 , 86 , 87 , 485 ," 4,953 "," 1,099 "," 3,511 ", 343 
,"Rate per 100,000 inhabitants",,447.4,7.4,57.5,58.2,324.3,"3,312.2",734.9,"2,347.9",229.4
"The Villages, FL M.S.A.",,"124,785", ,,,,, ,,,
,Includes Sumter County,,,,,,,,,,
,Total area actually reporting,100.0%, 292 , 1 , 25 , 12 , 254 ," 1,093 ", 277 , 763 , 53 
,"Rate per 100,000 inhabitants",,234.0,0.8,20.0,9.6,203.6,875.9,222.0,611.5,42.5
"Toledo, OH M.S.A.",,"604,373", ,,,,, ,,,
,"Includes Fulton, Lucas, and Wood Counties",,,,,,,,,,
,City of Toledo,"278,366"," 3,319 ", 37 , 316 , 803 ," 2,163 "," 11,191 "," 3,381 "," 7,081 ", 729 
,Total area actually reporting,92.8%," 3,662 ", 42 , 419 , 880 ," 2,321 "," 16,577 "," 4,268 "," 11,358 ", 951 
,Estimated total,100.0%," 3,728 ", 43 , 433 , 902 ," 2,350 "," 17,540 "," 4,427 "," 12,122 ", 991 
,"Rate per 100,000 inhabitants",,616.8,7.1,71.6,149.2,388.8,"2,902.2",732.5,"2,005.7",164.0
"Topeka, KS M.S.A.",,"232,459", ,,,,, ,,,
,"Includes Jackson, Jefferson, Osage, Shawnee, and Wabaunsee Counties",,,,,,,,,,
,City of Topeka,"127,166", 711 , 17 , 54 , 248 , 392 ," 7,148 "," 1,114 "," 5,227 ", 807 
,Total area actually reporting,97.7%, 899 , 21 , 74 , 252 , 552 ," 8,878 "," 1,497 "," 6,407 ", 974 
,Estimated total,100.0%, 910 , 21 , 76 , 253 , 560 ," 8,984 "," 1,512 "," 6,489 ", 983 
,"Rate per 100,000 inhabitants",,391.5,9.0,32.7,108.8,240.9,"3,864.8",650.4,"2,791.5",422.9
"Trenton, NJ M.S.A.",,"370,221",,,,,,,,,
,Includes Mercer County,, ,,,,,,,,
,City of Trenton,"83,644"," 1,127 ", 21 , 59 , 427 , 620 ," 2,186 ", 883 , 930 , 373 
,Total area actually reporting,100.0%," 1,490 ", 25 , 107 , 587 , 771 ," 6,585 "," 1,590 "," 4,454 ", 541 
,"Rate per 100,000 inhabitants",,402.5,6.8,28.9,158.6,208.3,"1,778.7",429.5,"1,203.1",146.1
"Tucson, AZ M.S.A.",,"1,017,936",,,,,,,,,
,Includes Pima County,, ,,,,,,,,
,City of Tucson,"533,663"," 4,245 ", 30 , 469 ," 1,235 "," 2,511 "," 31,265 "," 4,138 "," 25,185 "," 1,942 "
,Total area actually reporting,99.4%," 5,037 ", 49 , 580 ," 1,432 "," 2,976 "," 43,274 "," 6,080 "," 34,507 "," 2,687 "
,Estimated total,100.0%," 5,053 ", 49 , 582 ," 1,435 "," 2,987 "," 43,432 "," 6,105 "," 34,629 "," 2,698 "
,"Rate per 100,000 inhabitants",,496.4,4.8,57.2,141.0,293.4,"4,266.7",599.7,"3,401.9",265.0
"Tulsa, OK M.S.A.",,"984,554", ,,,,, ,,,
,"Includes Creek, Okmulgee, Osage, Pawnee, Rogers, Tulsa, and Wagoner Counties",,,,,,,,,,
,City of Tulsa,"405,748"," 4,444 ", 72 , 439 ," 1,088 "," 2,845 "," 23,956 "," 5,780 "," 14,516 "," 3,660 "
,Total area actually reporting,100.0%," 5,798 ", 91 , 670 ," 1,244 "," 3,793 "," 35,669 "," 8,761 "," 22,107 "," 4,801 "
,"Rate per 100,000 inhabitants",,588.9,9.2,68.1,126.4,385.3,"3,622.9",889.8,"2,245.4",487.6
"Tuscaloosa, AL M.S.A.",,"241,294", ,,,,, ,,,
,"Includes Hale, Pickens, and Tuscaloosa Counties",,,,,,,,,,
,City of Tuscaloosa,"99,925", 480 , 14 , 54 , 172 , 240 ," 3,732 ", 794 ," 2,708 ", 230 
,Total area actually reporting,100.0%, 888 , 18 , 92 , 227 , 551 ," 6,726 "," 1,560 "," 4,746 ", 420 
,"Rate per 100,000 inhabitants",,368.0,7.5,38.1,94.1,228.4,"2,787.5",646.5,"1,966.9",174.1
"Tyler, TX M.S.A.2, 3",,"224,848", ,,,,, ,,,
,Includes Smith County,,,,,,,,,,
,City of Tyler3,"105,044", 429 , 5 , 64 , 106 , 254 ,,,, 159 
,Total area actually reporting,99.1%, 731 , 7 , 83 , 150 , 491 ,,,, 429 
,Estimated total,100.0%, 736 , 7 , 84 , 151 , 494 ,,,, 432 
,"Rate per 100,000 inhabitants",,327.3,3.1,37.4,67.2,219.7,,,,192.1
"Urban Honolulu, HI M.S.A.",,"995,572", ,,,,, ,,,
,Includes Honolulu County,,,,,,,,,,
,Total area actually reporting,100.0%," 3,331 ", 16 , 382 , 836 ," 2,097 "," 30,592 "," 3,758 "," 22,488 "," 4,346 "
,"Rate per 100,000 inhabitants",,334.6,1.6,38.4,84.0,210.6,"3,072.8",377.5,"2,258.8",436.5
"Utica-Rome, NY M.S.A.",,"292,919",,,,,,,,,
,Includes Herkimer and Oneida Counties,, ,,,,,,,,
,City of Utica,"60,879", 382 , 3 , 42 , 115 , 222 ," 2,265 ", 435 ," 1,751 ", 79 
,City of Rome,"32,345", 52 , 0 , 13 , 14 , 25 , 619 , 128 , 463 , 28 
,Total area actually reporting,99.1%, 774 , 4 , 186 , 151 , 433 ," 5,495 "," 1,005 "," 4,316 ", 174 
,Estimated total,100.0%, 779 , 4 , 187 , 152 , 436 ," 5,534 "," 1,010 "," 4,349 ", 175 
,"Rate per 100,000 inhabitants",,265.9,1.4,63.8,51.9,148.8,"1,889.3",344.8,"1,484.7",59.7
"Valdosta, GA M.S.A.",,"143,315",,,,,,,,,
,"Includes Brooks, Echols, Lanier, and Lowndes Counties",, ,,,,,,,,
,City of Valdosta,"55,880", 205 , 6 , 17 , 65 , 117 ," 3,057 ", 581 ," 2,333 ", 143 
,Total area actually reporting,99.5%, 456 , 7 , 29 , 95 , 325 ," 4,693 "," 1,022 "," 3,424 ", 247 
,Estimated total,100.0%, 459 , 7 , 29 , 96 , 327 ," 4,719 "," 1,026 "," 3,444 ", 249 
,"Rate per 100,000 inhabitants",,320.3,4.9,20.2,67.0,228.2,"3,292.7",715.9,"2,403.1",173.7
"Vallejo-Fairfield, CA M.S.A.",,"437,638",,,,,,,,,
,Includes Solano County,, ,,,,,,,,
,City of Vallejo ,"122,293"," 1,053 ", 15 , 111 , 353 , 574 ," 4,810 "," 2,366 "," 1,321 "," 1,123 "
,City of Fairfield ,"114,521", 476 , 7 , 56 , 147 , 266 ," 2,845 ", 420 ," 1,888 ", 537 
,Total area actually reporting,100.0%," 2,022 ", 24 , 204 , 647 ," 1,147 "," 11,719 "," 3,397 "," 6,158 "," 2,164 "
,"Rate per 100,000 inhabitants",,462.0,5.5,46.6,147.8,262.1,"2,677.8",776.2,"1,407.1",494.5
"Vineland-Bridgeton, NJ M.S.A.",,"154,814", ,,,,, ,,,
,Includes Cumberland County,,,,,,,,,,
,City of Vineland,"60,823", 297 , 1 , 15 , 128 , 153 ," 2,412 ", 559 ," 1,779 ", 74 
,City of Bridgeton,"24,982", 225 , 4 , 13 , 113 , 95 , 952 , 269 , 649 , 34 
,Total area actually reporting,100.0%, 802 , 11 , 64 , 333 , 394 ," 5,632 "," 1,331 "," 4,118 ", 183 
,"Rate per 100,000 inhabitants",,518.0,7.1,41.3,215.1,254.5,"3,637.9",859.7,"2,660.0",118.2
"Virginia Beach-Norfolk-Newport News, VA-NC M.S.A.",,"1,724,733",,,,,,,,,
,"Includes Currituck and Gates Counties, NC and Gloucester, Isle of Wight, James City, Mathews, and York Counties and Chesapeake, Hampton, Newport News, Norfolk, Poquoson, Portsmouth, Suffolk, Virginia Beach, and Williamsburg Cities, VA                       ",,,,,,,,,,
,"City of Virginia Beach, VA","453,017", 700 , 21 , 128 , 266 , 285 ," 9,858 ", 865 ," 8,485 ", 508 
,"City of Norfolk, VA","245,734"," 1,616 ", 46 , 131 , 489 , 950 ," 9,617 "," 1,165 "," 7,918 ", 534 
,"City of Newport News, VA","181,676", 848 , 30 , 71 , 269 , 478 ," 5,579 ", 902 ," 4,097 ", 580 
,"City of Hampton, VA","135,504", 442 , 24 , 40 , 180 , 198 ," 4,650 ", 589 ," 3,741 ", 320 
,"City of Portsmouth, VA","95,813", 758 , 14 , 61 , 235 , 448 ," 5,373 "," 1,208 "," 3,707 ", 458 
,Total area actually reporting,99.3%," 6,054 ", 163 , 642 ," 1,802 "," 3,447 "," 48,315 "," 6,411 "," 38,853 "," 3,051 "
,Estimated total,100.0%," 6,072 ", 164 , 643 ," 1,805 "," 3,460 "," 48,481 "," 6,471 "," 38,949 "," 3,061 "
,"Rate per 100,000 inhabitants",,352.1,9.5,37.3,104.7,200.6,"2,810.9",375.2,"2,258.3",177.5
"Visalia-Porterville, CA M.S.A.",,"460,141",,,,,,,,,
,Includes Tulare County,, ,,,,,,,,
,City of Visalia ,"131,186", 480 , 8 , 68 , 120 , 284 ," 4,196 ", 998 ," 2,561 ", 637 
,City of Porterville,"56,421", 215 , 0 , 16 , 52 , 147 ," 1,315 ", 280 , 771 , 264 
,Total area actually reporting,100.0%," 1,624 ", 33 , 135 , 329 ," 1,127 "," 11,608 "," 2,692 "," 6,805 "," 2,111 "
,"Rate per 100,000 inhabitants",,352.9,7.2,29.3,71.5,244.9,"2,522.7",585.0,"1,478.9",458.8
"Waco, TX M.S.A.",,"263,878", ,,,,, ,,,
,Includes Falls and McLennan Counties,,,,,,,,,,
,City of Waco,"133,790", 695 , 4 , 126 , 156 , 409 ," 4,882 "," 1,087 "," 3,648 ", 147 
,Total area actually reporting,97.9%," 1,104 ", 7 , 205 , 185 , 707 ," 7,216 "," 1,556 "," 5,364 ", 296 
,Estimated total,100.0%," 1,119 ", 7 , 207 , 189 , 716 ," 7,351 "," 1,578 "," 5,467 ", 306 
,"Rate per 100,000 inhabitants",,424.1,2.7,78.4,71.6,271.3,"2,785.8",598.0,"2,071.8",116.0
"Walla Walla, WA M.S.A.",,"64,789",,,,,,,,,
,Includes Columbia and Walla Walla Counties,,,,,,,,,,
,City of Walla Walla,"32,326", 122 , 2 , 23 , 17 , 80 ," 1,372 ", 233 ," 1,041 ", 98 
,Total area actually reporting,100.0%, 162 , 2 , 36 , 20 , 104 ," 2,050 ", 365 ," 1,525 ", 160 
,"Rate per 100,000 inhabitants",,250.0,3.1,55.6,30.9,160.5,"3,164.1",563.4,"2,353.8",247.0
"Warner Robins, GA M.S.A.",,"189,578",,,,,,,,,
,"Includes Houston, Peach, and Pulaski Counties",,,,,,,,,,
,City of Warner Robins,"74,419", 494 , 6 , 31 , 143 , 314 ," 4,111 ", 768 ," 3,125 ", 218 
,Total area actually reporting,100.0%, 857 , 9 , 45 , 191 , 612 ," 6,711 "," 1,315 "," 5,030 ", 366 
,"Rate per 100,000 inhabitants",,452.1,4.7,23.7,100.8,322.8,"3,540.0",693.6,"2,653.3",193.1
"Washington-Arlington-Alexandria, DC-VA-MD-WV M.S.A.",,"6,152,267",,,,,,,,,
,"Includes the Metropolitan Divisions of Silver Spring-Frederick-Rockville, MD and Washington-Arlington-Alexandria, DC-VA-MD-WV",,,,,,,,,,
,"City of Washington, D.C. ","681,170"," 7,711 ", 138 , 527 ," 3,149 "," 3,897 "," 31,661 "," 2,360 "," 26,402 "," 2,899 "
,"City of Alexandria, VA","155,319", 286 , 7 , 21 , 134 , 124 ," 2,798 ", 184 ," 2,343 ", 271 
,"City of Frederick, MD","70,316", 343 , 1 , 23 , 70 , 249 ," 1,411 ", 141 ," 1,222 ", 48 
,Total area actually reporting,88.6%," 16,494 ", 257 ," 1,701 "," 6,074 "," 8,462 "," 100,386 "," 9,239 "," 84,211 "," 6,936 "
,Estimated total,100.0%," 18,535 ", 275 ," 1,888 "," 6,663 "," 9,709 "," 113,381 "," 11,316 "," 94,312 "," 7,753 "
,"Rate per 100,000 inhabitants",,301.3,4.5,30.7,108.3,157.8,"1,842.9",183.9,"1,533.0",126.0
"Silver Spring-Frederick-Rockville, MD M.D.",,"1,293,480",,,,,,,,,
,Includes Frederick and Montgomery Counties,,,,,,,,,,
,Total area actually reporting,100.0%," 2,439 ", 17 , 374 , 812 ," 1,236 "," 18,777 "," 2,426 "," 15,361 ", 990 
,"Rate per 100,000 inhabitants",,188.6,1.3,28.9,62.8,95.6,"1,451.7",187.6,"1,187.6",76.5
"Washington-Arlington-Alexandria, DC-VA-MD-WV M.D.",,"4,858,787",,,,, ,,,,
,"Includes District of Columbia; Calvert, Charles, and Prince George's Counties, MD; Arlington, Clarke, Culpeper, Fairfax, Fauquier, Loudoun, Prince William, Rappahannock, Spotsylvania, Stafford, and Warren Counties and Alexandria, Fairfax, Falls Church, Fredericksburg, Manassas, and Manassas Park Cities, VA; and Jefferson County, WV",,,,,,,,,,
,Total area actually reporting,85.6%," 14,055 ", 240 ," 1,327 "," 5,262 "," 7,226 "," 81,609 "," 6,813 "," 68,850 "," 5,946 "
,Estimated total,100.0%," 16,096 ", 258 ," 1,514 "," 5,851 "," 8,473 "," 94,604 "," 8,890 "," 78,951 "," 6,763 "
,"Rate per 100,000 inhabitants",,331.3,5.3,31.2,120.4,174.4,"1,947.1",183.0,"1,624.9",139.2
"Waterloo-Cedar Falls, IA M.S.A.",,"170,888",,,,,,,,,
,"Includes Black Hawk, Bremer, and Grundy Counties",, ,,,,,,,,
,City of Waterloo,"68,470", 507 , 3 , 56 , 61 , 387 ," 2,120 ", 614 ," 1,368 ", 138 
,City of Cedar Falls,"41,651", 66 , 0 , 20 , 9 , 37 , 708 , 118 , 559 , 31 
,Total area actually reporting,100.0%, 756 , 3 , 92 , 72 , 589 ," 3,386 ", 898 ," 2,288 ", 200 
,"Rate per 100,000 inhabitants",,442.4,1.8,53.8,42.1,344.7,"1,981.4",525.5,"1,338.9",117.0
"Watertown-Fort Drum, NY M.S.A.",,"117,080",,,,,,,,,
,Includes Jefferson County,, ,,,,,,,,
,City of Watertown,"26,765", 181 , 1 , 41 , 15 , 124 ," 1,171 ", 194 , 953 , 24 
,Total area actually reporting,100.0%, 281 , 2 , 92 , 17 , 170 ," 2,079 ", 349 ," 1,681 ", 49 
,"Rate per 100,000 inhabitants",,240.0,1.7,78.6,14.5,145.2,"1,775.7",298.1,"1,435.8",41.9
"Wausau, WI M.S.A.2",,"136,010",,,,,,,,,
,Includes Marathon County,, ,,,,,,,,
,City of Wausau,"39,091", 114 , 0 , 29 , 25 , 60 , 959 , 137 , 776 , 46 
,Total area actually reporting,100.0%, 180 , 1 , 39 , 27 , 113 ," 1,787 ", 296 ," 1,430 ", 61 
,"Rate per 100,000 inhabitants",,132.3,0.7,28.7,19.9,83.1,"1,313.9",217.6,"1,051.4",44.8
"Weirton-Steubenville, WV-OH M.S.A.",,"119,362", ,,,,, ,,,
,"Includes Jefferson County, OH and Brooke and Hancock Counties, WV",,,,,,,,,,
,"City of Weirton, WV","19,067", 22 , 0 , 4 , 7 , 11 , 209 , 41 , 152 , 16 
,"City of Steubenville, OH","18,137", 60 , 2 , 4 , 22 , 32 ," 1,085 ", 132 , 945 , 8 
,Total area actually reporting,86.3%, 153 , 2 , 19 , 35 , 97 ," 1,691 ", 276 ," 1,369 ", 46 
,Estimated total,100.0%, 190 , 2 , 25 , 43 , 120 ," 2,150 ", 351 ," 1,730 ", 69 
,"Rate per 100,000 inhabitants",,159.2,1.7,20.9,36.0,100.5,"1,801.2",294.1,"1,449.4",57.8
"Wenatchee, WA M.S.A.",,"117,637", ,,,,, ,,,
,Includes Chelan and Douglas Counties,,,,,,,,,,
,City of Wenatchee,"33,920", 88 , 0 , 21 , 14 , 53 ," 1,128 ", 166 , 900 , 62 
,Total area actually reporting,100.0%, 169 , 1 , 31 , 18 , 119 ," 2,626 ", 502 ," 1,957 ", 167 
,"Rate per 100,000 inhabitants",,143.7,0.9,26.4,15.3,101.2,"2,232.3",426.7,"1,663.6",142.0
"Wheeling, WV-OH M.S.A.",,"142,933", ,,,,, ,,,
,"Includes Belmont County, OH and Marshall and Ohio Counties, WV",,,,,,,,,,
,"City of Wheeling, WV","27,486", 266 , 1 , 12 , 30 , 223 , 669 , 183 , 453 , 33 
,Total area actually reporting,90.0%, 475 , 4 , 55 , 36 , 380 ," 1,878 ", 481 ," 1,295 ", 102 
,Estimated total,100.0%, 500 , 4 , 60 , 43 , 393 ," 2,223 ", 538 ," 1,568 ", 117 
,"Rate per 100,000 inhabitants",,349.8,2.8,42.0,30.1,275.0,"1,555.3",376.4,"1,097.0",81.9
"Wichita, KS M.S.A.7",,"643,764", ,,,,, ,,,
,"Includes Butler, Harvey, Kingman, Sedgwick, and Sumner Counties",,,,,,,,,,
,City of Wichita,"391,399"," 4,136 ", 31 , 309 , 652 ," 3,144 "," 21,065 "," 3,593 "," 15,284 "," 2,188 "
,Total area actually reporting,99.2%," 4,553 ", 42 , 385 , 683 ," 3,443 ",,," 18,728 "," 2,502 "
,Estimated total,100.0%," 4,563 ", 42 , 387 , 684 ," 3,450 ",,," 18,806 "," 2,510 "
,"Rate per 100,000 inhabitants",,708.8,6.5,60.1,106.3,535.9,,,"2,921.3",389.9
"Wichita Falls, TX M.S.A.",,"150,165", ,,,,, ,,,
,"Includes Archer, Clay, and Wichita Counties",,,,,,,,,,
,City of Wichita Falls,"104,685", 445 , 9 , 124 , 123 , 189 ," 3,734 ", 825 ," 2,646 ", 263 
,Total area actually reporting,97.7%, 535 , 12 , 134 , 127 , 262 ," 4,493 "," 1,022 "," 3,139 ", 332 
,Estimated total,100.0%, 544 , 12 , 135 , 129 , 268 ," 4,576 "," 1,035 "," 3,203 ", 338 
,"Rate per 100,000 inhabitants",,362.3,8.0,89.9,85.9,178.5,"3,047.3",689.2,"2,133.0",225.1
"Williamsport, PA M.S.A.",,"115,682", ,,,,, ,,,
,Includes Lycoming County,,,,,,,,,,
,City of Williamsport,"29,163", 104 , 5 , 8 , 39 , 52 , 792 , 101 , 668 , 23 
,Total area actually reporting,100.0%, 238 , 7 , 32 , 58 , 141 ," 1,752 ", 248 ," 1,452 ", 52 
,"Rate per 100,000 inhabitants",,205.7,6.1,27.7,50.1,121.9,"1,514.5",214.4,"1,255.2",45.0
"Wilmington, NC M.S.A.",,"282,695", ,,,,, ,,,
,Includes New Hanover and Pender Counties,,,,,,,,,,
,City of Wilmington,"117,852", 759 , 15 , 44 , 204 , 496 ," 4,771 "," 1,277 "," 3,219 ", 275 
,Total area actually reporting,99.1%," 1,021 ", 17 , 81 , 268 , 655 ," 8,270 "," 2,081 "," 5,771 ", 418 
,Estimated total,100.0%," 1,028 ", 17 , 82 , 270 , 659 ," 8,348 "," 2,096 "," 5,831 ", 421 
,"Rate per 100,000 inhabitants",,363.6,6.0,29.0,95.5,233.1,"2,953.0",741.4,"2,062.6",148.9
"Winchester, VA-WV M.S.A.",,"134,144", ,,,,, ,,,
,"Includes Frederick County and Winchester City, VA and Hampshire County, WV",,,,,,,,,,
,"City of Winchester, VA","27,363", 61 , 1 , 27 , 16 , 17 , 776 , 122 , 638 , 16 
,Total area actually reporting,99.7%, 185 , 7 , 67 , 26 , 85 ," 1,964 ", 341 ," 1,535 ", 88 
,Estimated total,100.0%, 186 , 7 , 67 , 26 , 86 ," 1,977 ", 343 ," 1,545 ", 89 
,"Rate per 100,000 inhabitants",,138.7,5.2,49.9,19.4,64.1,"1,473.8",255.7,"1,151.7",66.3
"Worcester, MA-CT M.S.A.4",,"861,261", ,,,,, ,,,
,"Includes Windham County, CT and Worcester County, MA",,,,,,,,,,
,"City of Worcester, MA","184,595"," 1,642 ", 8 , 63 , 394 ," 1,177 "," 5,358 "," 1,366 "," 3,473 ", 519 
,Total area actually reporting,94.7%,, 12 , 282 , 584 ,," 13,153 "," 2,815 "," 9,422 ", 916 
,Estimated total,100.0%,, 12 , 295 , 606 ,," 13,782 "," 2,927 "," 9,893 ", 962 
,"Rate per 100,000 inhabitants",,,1.4,34.3,70.4,,"1,600.2",339.9,"1,148.7",111.7
"Yakima, WA M.S.A.",,"250,717", ,,,,, ,,,
,Includes Yakima County,,,,,,,,,,
,City of Yakima,"94,111", 496 , 13 , 47 , 126 , 310 ," 4,943 "," 1,143 "," 3,163 ", 637 
,Total area actually reporting,100.0%, 751 , 21 , 82 , 187 , 461 ," 9,067 "," 2,060 "," 5,789 "," 1,218 "
,"Rate per 100,000 inhabitants",,299.5,8.4,32.7,74.6,183.9,"3,616.4",821.6,"2,309.0",485.8
"York-Hanover, PA M.S.A.",,"443,062",,,,,,,,,
,Includes York County,,,,,,,,,,
,City of York,"44,017", 416 , 8 , 12 , 208 , 188 ," 1,408 ", 298 , 917 , 193 
,City of Hanover,"15,537", 23 , 0 , 0 , 9 , 14 , 418 , 43 , 371 , 4 
,Total area actually reporting,100.0%," 1,039 ", 19 , 107 , 306 , 607 ," 7,029 ", 948 ," 5,674 ", 407 
,"Rate per 100,000 inhabitants",,234.5,4.3,24.2,69.1,137.0,"1,586.5",214.0,"1,280.6",91.9
"Yuba City, CA M.S.A.",,"170,558",,,,,,,,,
,Includes Sutter and Yuba Counties,,,,,,,,,,
,City of Yuba City,"67,198", 272 , 8 , 24 , 76 , 164 ," 2,030 ", 406 ," 1,389 ", 235 
,Total area actually reporting,100.0%, 678 , 13 , 50 , 137 , 478 ," 4,635 "," 1,097 "," 2,800 ", 738 
,"Rate per 100,000 inhabitants",,397.5,7.6,29.3,80.3,280.3,"2,717.6",643.2,"1,641.7",432.7
"Aguadilla-Isabela, Puerto Rico M.S.A.",,"309,696",,,,,,,,,
,"Includes Aguada, Aguadilla, Anasco, Isabela, Lares, Moca, Rincon, San Sebastian, and Utuado Municipios",,,,,,,,,,
,Total area actually reporting,100.0%, 424 , 22 , 12 , 86 , 304 ," 2,030 ", 703 ," 1,253 ", 74 
,"Rate per 100,000 inhabitants",,136.9,7.1,3.9,27.8,98.2,655.5,227.0,404.6,23.9
"Arecibo, Puerto Rico M.S.A.",,"185,250",,,,,,,,,
,"Includes Arecibo, Camuy, Hatillo, and Quebradillas Municipios",,,,,,,,,,
,Total area actually reporting,100.0%, 314 , 10 , 4 , 96 , 204 ," 1,633 ", 393 ," 1,121 ", 119 
,"Rate per 100,000 inhabitants",,169.5,5.4,2.2,51.8,110.1,881.5,212.1,605.1,64.2
"Guayama, Puerto Rico M.S.A.",,"77,771",,,,,,,,,
,"Includes Arroyo, Guayama, and Patillas Municipios",,,,,,,,,,
,Total area actually reporting,100.0%, 182 , 19 , 8 , 39 , 116 , 614 , 222 , 382 , 10 
,"Rate per 100,000 inhabitants",,234.0,24.4,10.3,50.1,149.2,789.5,285.5,491.2,12.9
"Mayaguez, Puerto Rico M.S.A.",,"94,038",,,,,,,,,
,Includes Hormigueros and Mayaguez Municipios,,,,,,,,,,
,Total area actually reporting,100.0%, 248 , 16 , 4 , 68 , 160 ," 1,137 ", 290 , 811 , 36 
,"Rate per 100,000 inhabitants",,263.7,17.0,4.3,72.3,170.1,"1,209.1",308.4,862.4,38.3
"Ponce, Puerto Rico M.S.A.",,"309,512",,,,,,,,,
,"Includes Guanica, Guyanilla, Juana Diaz, Penuelas, Ponce, Villalba, and Yauco Municipios",,,,,,,,,,
,Total area actually reporting,100.0%, 785 , 70 , 22 , 179 , 514 ," 2,557 ", 611 ," 1,839 ", 107 
,"Rate per 100,000 inhabitants",,253.6,22.6,7.1,57.8,166.1,826.1,197.4,594.2,34.6
"San German, Puerto Rico M.S.A.",,"128,279",,,,,,,,,
