Table 6,,,,,,,,,,,
Crime in the United States,,,,,,,,,,,
"by Metropolitan Statistical Area, 2018",,,,,,,,,,,
Metropolitan Statistical Area,Counties/principal cities,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft"
,Total area actually reporting,99.0%," 1,697 ", 30 , 332 , 354 , 981 ," 11,288 "," 1,674 "," 8,797 ", 817 
,Estimated total,100.0%," 1,703 ", 30 , 333 , 355 , 985 ," 11,368 "," 1,682 "," 8,867 ", 819 
,"Rate per 100,000 inhabitants",,265.5,4.7,51.9,55.3,153.6,"1,772.3",262.2,"1,382.4",127.7
"Tallahassee, FL M.S.A.",,"384,355", ,,,,, ,,,
,"Includes Gadsden, Jefferson, Leon, and Wakulla Counties",,,,,,,,,,
,City of Tallahassee,"192,443"," 1,404 ", 16 , 213 , 307 , 868 ," 8,695 "," 1,379 "," 6,549 ", 767 
,Total area actually reporting,99.6%," 2,143 ", 27 , 281 , 382 ," 1,453 "," 12,672 "," 2,273 "," 9,362 "," 1,037 "
,Estimated total,100.0%," 2,148 ", 27 , 281 , 383 ," 1,457 "," 12,713 "," 2,282 "," 9,391 "," 1,040 "
,"Rate per 100,000 inhabitants",,558.9,7.0,73.1,99.6,379.1,"3,307.6",593.7,"2,443.3",270.6
"Tampa-St. Petersburg-Clearwater, FL M.S.A.",,"3,135,589",,,,,,,,,
,"Includes Hernando, Hillsborough, Pasco, and Pinellas Counties",,,,,,,,,,
,City of Tampa ,"392,945"," 1,598 ", 27 , 100 , 332 ," 1,139 "," 6,576 "," 1,047 "," 5,069 ", 460 
,City of St. Petersburg,"265,942"," 1,660 ", 21 , 133 , 368 ," 1,138 "," 8,784 "," 1,206 "," 6,832 ", 746 
,City of Clearwater,"116,504", 510 , 6 , 95 , 105 , 304 ," 3,087 ", 345 ," 2,564 ", 178 
,City of Largo,"85,568", 322 , 3 , 66 , 72 , 181 ," 2,593 ", 282 ," 2,126 ", 185 
,City of Pinellas Park,"53,383", 224 , 3 , 41 , 57 , 123 ," 2,423 ", 247 ," 2,037 ", 139 
,Total area actually reporting,99.7%," 9,588 ", 119 ," 1,207 "," 1,722 "," 6,540 "," 57,991 "," 8,016 "," 45,564 "," 4,411 "
,Estimated total,100.0%," 9,608 ", 119 ," 1,208 "," 1,726 "," 6,555 "," 58,164 "," 8,047 "," 45,694 "," 4,423 "
,"Rate per 100,000 inhabitants",,306.4,3.8,38.5,55.0,209.1,"1,855.0",256.6,"1,457.3",141.1
"Texarkana, TX-AR M.S.A.5",,"150,172",,,,,,,,,
,"Includes Little River and Miller5 Counties, AR and Bowie County, TX",, ,,,,,,,,
,"City of Texarkana, TX ","37,460", 171 , 3 , 28 , 45 , 95 ," 1,914 ", 348 ," 1,427 ", 139 
,Total area actually reporting,100.0%, 583 , 5 , 87 , 99 , 392 ,,," 3,219 ", 331 
,"Rate per 100,000 inhabitants",,388.2,3.3,57.9,65.9,261.0,,,"2,143.5",220.4
"The Villages, FL M.S.A.",,"130,254", ,,,,, ,,,
,Includes Sumter County,,,,,,,,,,
,Total area actually reporting,100.0%, 227 , 8 , 23 , 16 , 180 ," 1,151 ", 263 , 729 , 159 
,"Rate per 100,000 inhabitants",,174.3,6.1,17.7,12.3,138.2,883.7,201.9,559.7,122.1
"Toledo, OH M.S.A.",,"644,005", ,,,,, ,,,
,"Includes Fulton, Lucas, Ottawa, and Wood Counties",,,,,,,,,,
,City of Toledo,"275,023"," 2,333 ", 37 , 239 , 477 ," 1,580 "," 10,222 "," 2,802 "," 6,712 ", 708 
,Total area actually reporting,88.4%," 2,700 ", 41 , 340 , 552 ," 1,767 "," 15,773 "," 3,520 "," 11,369 ", 884 
,Estimated total,100.0%," 2,781 ", 41 , 355 , 595 ," 1,790 "," 17,181 "," 3,652 "," 12,537 ", 992 
,"Rate per 100,000 inhabitants",,431.8,6.4,55.1,92.4,277.9,"2,667.8",567.1,"1,946.7",154.0
"Topeka, KS M.S.A.",,"232,183", ,,,,, ,,,
,"Includes Jackson, Jefferson, Osage, Shawnee, and Wabaunsee Counties",,,,,,,,,,
,City of Topeka,"126,399", 766 , 14 , 84 , 254 , 414 ," 6,560 ", 973 ," 4,851 ", 736 
,Total area actually reporting,98.1%," 1,001 ", 22 , 117 , 261 , 601 ," 8,251 "," 1,333 "," 6,013 ", 905 
,Estimated total,100.0%," 1,028 ", 22 , 117 , 265 , 624 ," 8,373 "," 1,370 "," 6,080 ", 923 
,"Rate per 100,000 inhabitants",,442.8,9.5,50.4,114.1,268.8,"3,606.2",590.1,"2,618.6",397.5
"Trenton-Princeton, NJ M.S.A.",,"370,436",,,,,,,,,
,Includes Mercer County,, ,,,,,,,,
,City of Trenton,"83,753", 973 , 16 , 40 , 342 , 575 ," 2,467 ", 772 ," 1,318 ", 377 
,City of Princeton,"31,856", 11 , 0 , 0 , 3 , 8 , 224 , 43 , 169 , 12 
,Total area actually reporting,100.0%," 1,318 ", 22 , 92 , 432 , 772 ," 6,687 "," 1,423 "," 4,689 ", 575 
,"Rate per 100,000 inhabitants",,355.8,5.9,24.8,116.6,208.4,"1,805.2",384.1,"1,265.8",155.2
"Tucson, AZ M.S.A.",,"1,037,852",,,,,,,,,
,Includes Pima County,, ,,,,,,,,
,City of Tucson,"537,392"," 3,958 ", 47 , 504 ," 1,224 "," 2,183 "," 26,623 "," 3,257 "," 20,798 "," 2,568 "
,Total area actually reporting,99.5%," 4,728 ", 57 , 613 ," 1,411 "," 2,647 "," 38,215 "," 4,965 "," 29,857 "," 3,393 "
,Estimated total,100.0%," 4,747 ", 57 , 616 ," 1,417 "," 2,657 "," 38,425 "," 5,009 "," 30,008 "," 3,408 "
,"Rate per 100,000 inhabitants",,457.4,5.5,59.4,136.5,256.0,"3,702.4",482.6,"2,891.4",328.4
"Tulsa, OK M.S.A.",,"994,764", ,,,,, ,,,
,"Includes Creek, Okmulgee, Osage, Pawnee, Rogers, Tulsa, and Wagoner Counties",,,,,,,,,,
,City of Tulsa,"403,147"," 4,294 ", 60 , 422 , 830 ," 2,982 "," 21,893 "," 4,800 "," 13,834 "," 3,259 "
,Total area actually reporting,100.0%," 5,618 ", 79 , 689 , 955 ," 3,895 "," 33,024 "," 7,240 "," 21,242 "," 4,542 "
,"Rate per 100,000 inhabitants",,564.8,7.9,69.3,96.0,391.6,"3,319.8",727.8,"2,135.4",456.6
"Tuscaloosa, AL M.S.A.",,"252,822", ,,,,, ,,,
,"Includes Greene, Hale, Pickens, and Tuscaloosa Counties",,,,,,,,,,
,City of Tuscaloosa,"101,764", 514 , 5 , 47 , 140 , 322 ," 4,415 ", 753 ," 3,347 ", 315 
,Total area actually reporting,89.6%, 947 , 10 , 87 , 198 , 652 ," 7,331 "," 1,426 "," 5,295 ", 610 
,Estimated total,100.0%," 1,002 ", 10 , 90 , 203 , 699 ," 7,708 "," 1,536 "," 5,536 ", 636 
,"Rate per 100,000 inhabitants",,396.3,4.0,35.6,80.3,276.5,"3,048.8",607.5,"2,189.7",251.6
"Twin Falls, ID M.S.A.",,"111,002",,,,,,,,,
,Includes Jerome and Twin Falls Counties,,,,,,,,,,
,City of Twin Falls,"49,908", 225 , 0 , 39 , 7 , 179 ," 1,180 ", 190 , 912 , 78 
,Total area actually reporting,100.0%, 334 , 1 , 61 , 11 , 261 ," 1,788 ", 380 ," 1,291 ", 117 
,"Rate per 100,000 inhabitants",,300.9,0.9,55.0,9.9,235.1,"1,610.8",342.3,"1,163.0",105.4
"Tyler, TX M.S.A.2",,"229,669", ,,,,, ,,,
,Includes Smith County,,,,,,,,,,
,City of Tyler,"106,159", 412 , 7 , 71 , 82 , 252 ," 3,133 ", 386 ," 2,596 ", 151 
,Total area actually reporting,100.0%, 737 , 16 , 136 , 92 , 493 ," 4,830 ", 876 ," 3,604 ", 350 
,"Rate per 100,000 inhabitants",,320.9,7.0,59.2,40.1,214.7,"2,103.0",381.4,"1,569.2",152.4
"Urban Honolulu, HI M.S.A.2",,"982,019", ,,,,, ,,,
,Includes Honolulu County,,,,,,,,,,
,Total area actually reporting,100.0%," 2,451 ", 25 , 340 , 804 ," 1,282 "," 28,886 "," 3,577 "," 21,118 "," 4,191 "
,"Rate per 100,000 inhabitants",,249.6,2.5,34.6,81.9,130.5,"2,941.5",364.2,"2,150.5",426.8
"Utica-Rome, NY M.S.A.",,"287,286",,,,,,,,,
,Includes Herkimer and Oneida Counties,, ,,,,,,,,
,City of Utica,"60,413", 381 , 6 , 45 , 88 , 242 ," 1,914 ", 328 ," 1,492 ", 94 
,City of Rome,"32,298", 49 , 0 , 9 , 13 , 27 , 540 , 116 , 411 , 13 
,Total area actually reporting,97.4%, 727 , 7 , 218 , 113 , 389 ," 4,690 ", 749 ," 3,757 ", 184 
,Estimated total,100.0%, 733 , 7 , 219 , 114 , 393 ," 4,779 ", 758 ," 3,834 ", 187 
,"Rate per 100,000 inhabitants",,255.1,2.4,76.2,39.7,136.8,"1,663.5",263.8,"1,334.6",65.1
"Vallejo, CA M.S.A.",,"446,656",,,,,,,,,
,Includes Solano County,, ,,,,,,,,
,City of Vallejo ,"122,974", 942 , 8 , 103 , 349 , 482 ," 4,508 "," 2,456 ", 975 ," 1,077 "
,Total area actually reporting,100.0%," 2,110 ", 18 , 239 , 653 ," 1,200 "," 11,894 "," 3,368 "," 6,285 "," 2,241 "
,"Rate per 100,000 inhabitants",,472.4,4.0,53.5,146.2,268.7,"2,662.9",754.0,"1,407.1",501.7
"Victoria, TX M.S.A.",,"100,184", ,,,,, ,,,
,Includes Goliad and Victoria Counties,,,,,,,,,,
,City of Victoria,"67,766", 280 , 4 , 51 , 46 , 179 ," 1,885 ", 358 ," 1,440 ", 87 
,Total area actually reporting,100.0%, 370 , 7 , 74 , 47 , 242 ," 2,352 ", 503 ," 1,715 ", 134 
,"Rate per 100,000 inhabitants",,369.3,7.0,73.9,46.9,241.6,"2,347.7",502.1,"1,711.9",133.8
"Vineland-Bridgeton, NJ M.S.A.",,"149,815", ,,,,, ,,,
,Includes Cumberland County,,,,,,,,,,
,City of Vineland,"60,330", 258 , 1 , 22 , 59 , 176 ," 2,021 ", 399 ," 1,564 ", 58 
,City of Bridgeton,"24,386", 203 , 5 , 12 , 107 , 79 , 720 , 163 , 510 , 47 
,Total area actually reporting,100.0%, 663 , 10 , 50 , 218 , 385 ," 4,571 ", 899 ," 3,522 ", 150 
,"Rate per 100,000 inhabitants",,442.5,6.7,33.4,145.5,257.0,"3,051.1",600.1,"2,350.9",100.1
"Virginia Beach-Norfolk-Newport News, VA-NC M.S.A.3, 4",,"1,764,232",,,,,,,,,
,"Includes Camden, Currituck and Gates Counties, NC3 and Gloucester, Isle of Wight, James City, Mathews, Southampton, and York Counties and Chesapeake, Franklin, Hampton, Newport News, Norfolk, Poquoson, Portsmouth, Suffolk, Virginia Beach, and Williamsburg Cities, VA                       ",,,,,,,,,,
,"City of Virginia Beach, VA","451,001", 528 , 7 , 81 , 174 , 266 ," 7,772 ", 584 ," 6,611 ", 577 
,"City of Norfolk, VA","244,347"," 1,134 ", 36 , 117 , 321 , 660 ," 8,463 ", 703 ," 6,972 ", 788 
,"City of Newport News, VA","178,734", 942 , 24 , 89 , 187 , 642 ," 5,148 ", 693 ," 3,961 ", 494 
,"City of Hampton, VA4","133,965", 316 , 16 , 24 , 120 , 156 ,, 491 ,, 231 
,"City of Portsmouth, VA","94,218", 749 , 20 , 44 , 203 , 482 ," 4,977 ", 958 ," 3,651 ", 368 
,Total area actually reporting,99.3%," 5,386 ", 122 , 573 ," 1,287 "," 3,404 "," 42,290 "," 4,800 "," 34,312 "," 3,178 "
,Estimated total,100.0%," 5,413 ", 122 , 586 ," 1,288 "," 3,417 "," 42,430 "," 4,841 "," 34,398 "," 3,191 "
,"Rate per 100,000 inhabitants",,306.8,6.9,33.2,73.0,193.7,"2,405.0",274.4,"1,949.7",180.9
"Visalia, CA M.S.A.",,"464,028",,,,,,,,,
,Includes Tulare County,, ,,,,,,,,
,City of Visalia ,"134,224", 450 , 3 , 107 , 138 , 202 ," 3,978 ", 748 ," 2,701 ", 529 
,Total area actually reporting,100.0%," 1,587 ", 26 , 201 , 359 ," 1,001 "," 11,682 "," 2,259 "," 7,220 "," 2,203 "
,"Rate per 100,000 inhabitants",,342.0,5.6,43.3,77.4,215.7,"2,517.5",486.8,"1,555.9",474.8
"Waco, TX M.S.A.2",,"270,144", ,,,,, ,,,
,Includes Falls and McLennan Counties,,,,,,,,,,
,City of Waco2,"138,091", 878 , 3 , 129 , 122 , 624 ," 4,851 "," 1,194 "," 3,329 ", 328 
,Total area actually reporting,97.9%," 1,232 ", 5 , 209 , 151 , 867 ," 7,165 "," 1,594 "," 5,066 ", 505 
,Estimated total,100.0%," 1,239 ", 5 , 209 , 151 , 874 ," 7,239 "," 1,611 "," 5,116 ", 512 
,"Rate per 100,000 inhabitants",,458.6,1.9,77.4,55.9,323.5,"2,679.7",596.3,"1,893.8",189.5
"Walla Walla, WA M.S.A.",,"61,042",,,,,,,,,
,Includes Walla Walla County,,,,,,,,,,
,City of Walla Walla,"32,906", 128 , 0 , 25 , 12 , 91 ," 1,194 ", 162 , 972 , 60 
,Total area actually reporting,100.0%, 180 , 1 , 30 , 14 , 135 ," 1,660 ", 252 ," 1,319 ", 89 
,"Rate per 100,000 inhabitants",,294.9,1.6,49.1,22.9,221.2,"2,719.4",412.8,"2,160.8",145.8
"Warner Robins, GA M.S.A.",,"182,049",,,,,,,,,
,Includes Houston and Peach Counties,,,,,,,,,,
,City of Warner Robins,"75,668", 444 , 8 , 63 , 86 , 287 ," 4,200 ", 726 ," 3,258 ", 216 
,Total area actually reporting,100.0%, 755 , 9 , 82 , 122 , 542 ," 6,482 "," 1,097 "," 5,035 ", 350 
,"Rate per 100,000 inhabitants",,414.7,4.9,45.0,67.0,297.7,"3,560.6",602.6,"2,765.7",192.3
"Washington-Arlington-Alexandria, DC-VA-MD-WV M.S.A.",,"6,281,155",,,,,,,,,
,"Includes the Metropolitan Divisions of Frederick-Gaithersburg-Rockville, MD and Washington-Arlington-Alexandria, DC-VA-MD-WV",,,,,,,,,,
,"City of Washington, D.C. ","702,455"," 6,613 ", 160 , 445 ," 2,157 "," 3,851 "," 29,993 "," 1,786 "," 25,658 "," 2,549 "
,"City of Alexandria, VA","162,588", 260 , 4 , 24 , 78 , 154 ," 2,482 ", 128 ," 1,967 ", 387 
,"City of Frederick, MD","72,299", 285 , 3 , 27 , 74 , 181 ," 1,490 ", 139 ," 1,301 ", 50 
,Total area actually reporting,99.9%," 16,630 ", 314 ," 1,999 "," 5,295 "," 9,022 "," 104,021 "," 8,653 "," 86,179 "," 9,189 "
,Estimated total,100.0%," 16,635 ", 314 ," 1,999 "," 5,296 "," 9,026 "," 104,064 "," 8,659 "," 86,214 "," 9,191 "
,"Rate per 100,000 inhabitants",,264.8,5.0,31.8,84.3,143.7,"1,656.8",137.9,"1,372.6",146.3
"Frederick-Gaithersburg-Rockville, MD M.D.",,"1,315,236",,,,,,,,,
,Includes Frederick and Montgomery Counties,,,,,,,,,,
,Total area actually reporting,100.0%," 2,069 ", 22 , 352 , 647 ," 1,048 "," 16,662 "," 1,780 "," 13,992 ", 890 
,"Rate per 100,000 inhabitants",,157.3,1.7,26.8,49.2,79.7,"1,266.8",135.3,"1,063.8",67.7
"Washington-Arlington-Alexandria, DC-VA-MD-WV M.D.",,"4,965,919",,,,, ,,,,
,"Includes District of Columbia; Calvert, Charles, and Prince George's Counties, MD; Arlington, Clarke, Culpeper, Fairfax, Fauquier, Loudoun, Madison, Prince William, Rappahannock, Spotsylvania, Stafford, and Warren Counties and Alexandria, Fairfax, Falls Church, Fredericksburg, Manassas, and Manassas Park Cities, VA; and Jefferson County, WV",,,,,,,,,,
,Total area actually reporting,99.9%," 14,561 ", 292 ," 1,647 "," 4,648 "," 7,974 "," 87,359 "," 6,873 "," 72,187 "," 8,299 "
,Estimated total,100.0%," 14,566 ", 292 ," 1,647 "," 4,649 "," 7,978 "," 87,402 "," 6,879 "," 72,222 "," 8,301 "
,"Rate per 100,000 inhabitants",,293.3,5.9,33.2,93.6,160.7,"1,760.0",138.5,"1,454.4",167.2
"Watertown-Fort Drum, NY M.S.A.",,"111,731",,,,,,,,,
,Includes Jefferson County,, ,,,,,,,,
,City of Watertown,"25,525", 175 , 0 , 65 , 19 , 91 , 904 , 130 , 755 , 19 
,Total area actually reporting,100.0%, 254 , 0 , 106 , 21 , 127 ," 1,740 ", 242 ," 1,456 ", 42 
,"Rate per 100,000 inhabitants",,227.3,0.0,94.9,18.8,113.7,"1,557.3",216.6,"1,303.1",37.6
"Wausau-Weston, WI M.S.A.",,"163,751",,,,,,,,,
,Includes Lincoln and Marathon Counties,, ,,,,,,,,
,City of Wausau,"38,682", 119 , 1 , 21 , 11 , 86 , 626 , 94 , 491 , 41 
,Total area actually reporting,100.0%, 229 , 2 , 59 , 12 , 156 ," 1,516 ", 242 ," 1,206 ", 68 
,"Rate per 100,000 inhabitants",,139.8,1.2,36.0,7.3,95.3,925.8,147.8,736.5,41.5
"Weirton-Steubenville, WV-OH M.S.A.",,"117,330", ,,,,, ,,,
,"Includes Jefferson County, OH and Brooke and Hancock Counties, WV",,,,,,,,,,
,"City of Weirton, WV","18,542", 9 , 0 , 2 , 0 , 7 , 166 , 21 , 137 , 8 
,"City of Steubenville, OH","17,913", 55 , 1 , 2 , 20 , 32 , 958 , 72 , 870 , 16 
,Total area actually reporting,82.3%, 168 , 2 , 11 , 22 , 133 ," 1,380 ", 164 ," 1,174 ", 42 
,Estimated total,100.0%, 223 , 2 , 17 , 44 , 160 ," 1,973 ", 214 ," 1,680 ", 79 
,"Rate per 100,000 inhabitants",,190.1,1.7,14.5,37.5,136.4,"1,681.6",182.4,"1,431.9",67.3
"Wenatchee, WA M.S.A.",,"120,009", ,,,,, ,,,
,Includes Chelan and Douglas Counties,,,,,,,,,,
,City of Wenatchee,"34,169", 100 , 0 , 20 , 17 , 63 , 851 , 97 , 698 , 56 
,Total area actually reporting,100.0%, 176 , 3 , 35 , 21 , 117 ," 2,012 ", 373 ," 1,492 ", 147 
,"Rate per 100,000 inhabitants",,146.7,2.5,29.2,17.5,97.5,"1,676.5",310.8,"1,243.2",122.5
"Wheeling, WV-OH M.S.A.",,"140,198", ,,,,, ,,,
,"Includes Belmont County, OH and Marshall and Ohio Counties, WV",,,,,,,,,,
,"City of Wheeling, WV","26,855", 229 , 1 , 16 , 12 , 200 , 321 , 81 , 219 , 21 
,Total area actually reporting,80.6%, 361 , 4 , 51 , 18 , 288 , 975 , 207 , 713 , 55 
,Estimated total,100.0%, 423 , 4 , 59 , 43 , 317 ," 1,416 ", 243 ," 1,063 ", 110 
,"Rate per 100,000 inhabitants",,301.7,2.9,42.1,30.7,226.1,"1,010.0",173.3,758.2,78.5
"Wichita, KS M.S.A.",,"638,135", ,,,,, ,,,
,"Includes Butler, Harvey, Sedgwick, and Sumner Counties",,,,,,,,,,
,City of Wichita,"391,726"," 4,622 ", 38 , 378 , 572 ," 3,634 "," 22,011 "," 3,412 "," 15,826 "," 2,773 "
,Total area actually reporting,97.3%," 5,213 ", 49 , 475 , 617 ," 4,072 "," 26,663 "," 4,349 "," 19,123 "," 3,191 "
,Estimated total,100.0%," 5,271 ", 49 , 484 , 631 ," 4,107 "," 27,006 "," 4,409 "," 19,383 "," 3,214 "
,"Rate per 100,000 inhabitants",,826.0,7.7,75.8,98.9,643.6,"4,232.0",690.9,"3,037.4",503.7
"Wichita Falls, TX M.S.A.",,"150,750", ,,,,, ,,,
,"Includes Archer, Clay, and Wichita Counties",,,,,,,,,,
,City of Wichita Falls,"104,738", 387 , 5 , 78 , 139 , 165 ," 3,234 ", 602 ," 2,381 ", 251 
,Total area actually reporting,95.4%, 503 , 6 , 109 , 145 , 243 ," 3,901 ", 815 ," 2,769 ", 317 
,Estimated total,100.0%, 518 , 6 , 110 , 146 , 256 ," 3,992 ", 840 ," 2,826 ", 326 
,"Rate per 100,000 inhabitants",,343.6,4.0,73.0,96.8,169.8,"2,648.1",557.2,"1,874.6",216.3
"Williamsport, PA M.S.A.",,"113,393", ,,,,, ,,,
,Includes Lycoming County,,,,,,,,,,
,City of Williamsport,"28,331", 71 , 1 , 11 , 12 , 47 , 646 , 84 , 543 , 19 
,Total area actually reporting,100.0%, 194 , 3 , 33 , 15 , 143 ," 1,314 ", 179 ," 1,092 ", 43 
,"Rate per 100,000 inhabitants",,171.1,2.6,29.1,13.2,126.1,"1,158.8",157.9,963.0,37.9
"Wilmington, NC M.S.A.3",,"293,180", ,,,,, ,,,
,Includes New Hanover and Pender Counties3,,,,,,,,,,
,City of Wilmington3,"120,920",, 9 ,, 145 , 580 ," 3,639 ", 954 ," 2,467 ", 218 
,Total area actually reporting,99.1%," 1,041 ", 11 , 75 , 182 , 773 ," 6,264 "," 1,534 "," 4,403 ", 327 
,Estimated total,100.0%," 1,048 ", 11 , 76 , 183 , 778 ," 6,342 "," 1,550 "," 4,461 ", 331 
,"Rate per 100,000 inhabitants",,357.5,3.8,25.9,62.4,265.4,"2,163.2",528.7,"1,521.6",112.9
"Winchester, VA-WV M.S.A.",,"138,929", ,,,,, ,,,
,"Includes Frederick County and Winchester City, VA and Hampshire County, WV",,,,,,,,,,
,"City of Winchester, VA","28,128", 93 , 0 , 38 , 15 , 40 , 692 , 86 , 567 , 39 
,Total area actually reporting,99.7%, 187 , 0 , 58 , 23 , 106 ," 1,966 ", 230 ," 1,624 ", 112 
,Estimated total,100.0%, 188 , 0 , 58 , 23 , 107 ," 1,976 ", 231 ," 1,633 ", 112 
,"Rate per 100,000 inhabitants",,135.3,0.0,41.7,16.6,77.0,"1,422.3",166.3,"1,175.4",80.6
"Worcester, MA-CT M.S.A.",,"871,779", ,,,,, ,,,
,"Includes Windham County, CT and Worcester County, MA",,,,,,,,,,
,"City of Worcester, MA","186,188"," 1,271 ", 4 , 49 , 290 , 928 ," 3,979 ", 849 ," 2,790 ", 340 
,Total area actually reporting,92.7%," 2,773 ", 11 , 281 , 416 ," 2,065 "," 9,935 "," 1,751 "," 7,462 ", 722 
,Estimated total,100.0%," 2,893 ", 11 , 289 , 446 ," 2,147 "," 10,327 "," 1,770 "," 7,792 ", 765 
,"Rate per 100,000 inhabitants",,331.9,1.3,33.2,51.2,246.3,"1,184.6",203.0,893.8,87.8
"Yakima, WA M.S.A.",,"252,019", ,,,,, ,,,
,Includes Yakima County,96,,,,,,,,,
,City of Yakima,"93,959", 421 , 16 , 49 , 121 , 235 ," 3,343 ", 625 ," 2,212 ", 506 
,Total area actually reporting,96.0%, 681 , 25 , 87 , 156 , 413 ," 6,913 "," 1,377 "," 4,502 "," 1,034 "
,Estimated total,100.0%, 715 , 25 , 90 , 166 , 434 ," 7,142 "," 1,404 "," 4,689 "," 1,049 "
,"Rate per 100,000 inhabitants",,283.7,9.9,35.7,65.9,172.2,"2,833.9",557.1,"1,860.6",416.2
"York-Hanover, PA M.S.A.",,"447,168",,,,,,,,,
,Includes York County,,,,,,,,,,
,City of York,"44,170", 450 , 20 , 7 , 130 , 293 ," 1,137 ", 197 , 710 , 230 
,City of Hanover,"15,653", 49 , 1 , 2 , 13 , 33 , 437 , 30 , 396 , 11 
,Total area actually reporting,100.0%," 1,125 ", 24 , 98 , 198 , 805 ," 6,059 ", 731 ," 4,898 ", 430 
,"Rate per 100,000 inhabitants",,251.6,5.4,21.9,44.3,180.0,"1,355.0",163.5,"1,095.3",96.2
"Yuba City, CA M.S.A.",,"173,299",,,,,,,,,
,Includes Sutter and Yuba Counties,,,,,,,,,,
,City of Yuba City,"67,035", 264 , 1 , 35 , 75 , 153 ," 1,846 ", 234 ," 1,356 ", 256 
,Total area actually reporting,100.0%, 669 , 8 , 82 , 149 , 430 ," 4,351 ", 838 ," 2,748 ", 765 
,"Rate per 100,000 inhabitants",,386.0,4.6,47.3,86.0,248.1,"2,510.7",483.6,"1,585.7",441.4
"Yuma, AZ M.S.A.",,"210,913",,,,,,,,,
,Includes Yuma County,, ,,,,, ,,,
,City of Yuma,"96,121", 491 , 9 , 37 , 55 , 390 ," 2,041 ", 407 ," 1,417 ", 217 
,Total area actually reporting,100.0%, 673 , 26 , 58 , 64 , 525 ," 3,655 ", 857 ," 2,344 ", 454 
,"Rate per 100,000 inhabitants",,319.1,12.3,27.5,30.3,248.9,"1,732.9",406.3,"1,111.4",215.3
"Aguadilla-Isabela, Puerto Rico M.S.A.",,"289,735",,,,,,,,,
,"Includes Aguada, Aguadilla, Anasco, Isabela, Lares, Moca, Rincon, San Sebastian, and Utuado Municipios",,,,,,,,,,
,Total area actually reporting,100.0%, 367 , 10 , 22 , 51 , 284 ," 1,580 ", 490 ," 1,006 ", 84 
,"Rate per 100,000 inhabitants",,126.7,3.5,7.6,17.6,98.0,545.3,169.1,347.2,29.0
"Arecibo, Puerto Rico M.S.A.",,"174,271",,,,,,,,,
,"Includes Arecibo, Camuy, Hatillo, and Quebradillas Municipios",,,,,,,,,,
,Total area actually reporting,100.0%, 269 , 17 , 9 , 55 , 188 , 926 , 184 , 645 , 97 
,"Rate per 100,000 inhabitants",,154.4,9.8,5.2,31.6,107.9,531.4,105.6,370.1,55.7
"Guayama, Puerto Rico M.S.A.",,"73,000",,,,,,,,,
,"Includes Arroyo, Guayama, and Patillas Municipios",,,,,,,,,,
,Total area actually reporting,100.0%, 157 , 7 , 7 , 28 , 115 , 377 , 105 , 264 , 8 
,"Rate per 100,000 inhabitants",,215.1,9.6,9.6,38.4,157.5,516.4,143.8,361.6,11.0
"Mayaguez, Puerto Rico M.S.A.",,"95,409",,,,,,,,,
,"Includes Hormigueros, Las Marias, and Mayaguez Municipios",,,,,,,,,,
,Total area actually reporting,100.0%, 124 , 16 , 6 , 21 , 81 , 544 , 104 , 398 , 42 
,"Rate per 100,000 inhabitants",,130.0,16.8,6.3,22.0,84.9,570.2,109.0,417.2,44.0
"Ponce, Puerto Rico M.S.A.",,"216,479",,,,,,,,,
,"Includes Adjuntas, Juana Diaz, Ponce, and Villalba Municipios",,,,,,,,,,
,Total area actually reporting,100.0%, 454 , 50 , 12 , 118 , 274 ," 1,585 ", 293 ," 1,232 ", 60 
,"Rate per 100,000 inhabitants",,209.7,23.1,5.5,54.5,126.6,732.2,135.3,569.1,27.7
"San German, Puerto Rico M.S.A.",,"121,078",,,,,,,,,
,"Includes Cabo Rojo, Lajas, Sabana Grande, and San German Municipios",,,,,,,,,,
,Total area actually reporting,100.0%, 135 , 7 , 8 , 19 , 101 , 441 , 138 , 282 , 21 
,"Rate per 100,000 inhabitants",,111.5,5.8,6.6,15.7,83.4,364.2,114.0,232.9,17.3
"San Juan-Bayamon-Caguas, Puerto Rico M.S.A.",,"2,023,237",,,,,,,,,
,"Includes Aguas Buenas, Aibonito, Barceloneta, Barranquitas, Bayamon, Caguas, Canovanas, Carolina, Catano, Cayey, Ceiba, Ciales, Cidra, Comerio, Corozal, Dorado, Fajardo, Florida, Guaynabo, Gurabo, Humacao, Juncos, Las Piedras, Loiza, Luquillo, Manati, Maunabo, Morovis, Naguabo, Naranjito, Orocovis, Rio Grande, San Juan, San Lorenzo, Toa Alta, Toa Baja, Trujillo Alto, Vega Alta, Vega Baja, and Yabucoa Municipios",,,,,,,,,,
,Total area actually reporting,100.0%," 4,544 ", 497 , 120 ," 1,930 "," 1,997 "," 18,445 "," 3,850 "," 11,252 "," 3,343 "
,"Rate per 100,000 inhabitants",,224.6,24.6,5.9,95.4,98.7,911.7,190.3,556.1,165.2
"Yauco, Puerto Rico M.S.A.",,"86,532",,,,,,,,,
,"Includes Guanica, Guayanilla, Penuelas, and Yauco Municipios",,,,,,,,,,
